"Porcentaxe de poboación estranxeira, por sexo. Galicia, provincias, comarcas e concellos";""
"";""
"Unidade: Porcentaxe";""
"Variables en filas: Tempo, Espazo";""
"Variables en columnas: Sexo";""
"Variables de corte: Indicador=Porcentaxe de poboación estranxeira";""
"";"Total"
"2022";""
"36007 Campo Lameiro, O";"0,81"
"36008 Cangas de Morrazo";"2,75"
"36009 Caniza, A";"2,92"
"36010 Catoira";"0,94"
"36011 Cerdedo";"-"
"36902 Cerdedo Cotobade";"2,19"
"36012 Cotobade";"-"
"36013 Covelo";"3,77"
"36014 Crecente";"3,55"
"36015 Cuntis";"1,85"
"36016 Dozón";"0,97"
"36017 Estrada, A";"2,51"
"36018 Forcarei";"1,65"
"36019 Fornelos de Montes";"2,21"
"36021 Gondomar";"1,83"
"36022 Grove, O";"3,70"
"36023 Guarda, A";"5,30"
"36901 Illa de Arousa, A";"0,86"
"36024 Lalín";"7,94"
"36025 Lama, A";"4,77"
"36026 Marín";"3,03"
"36027 Meaño";"2,44"
"36028 Meis";"1,67"
"36029 Moaña";"1,69"
"36030 Mondariz";"2,17"
"36031 Mondariz Balneario";"2,78"
"36032 Moraña";"1,68"
"36033 Mos";"3,41"
"36034 Neves, As";"2,06"
"36035 Nigrán";"3,26"
"36036 Oia";"3,12"
"36037 Pazos de Borbén";"1,20"
"36041 Poio";"3,05"
"36043 Ponte Caldelas";"2,49"
"36042 Ponteareas";"3,78"
"36044 Pontecesures";"1,72"
"36038 Pontevedra";"4,38"
"36039 Porriño, O";"5,16"
"36040 Portas";"1,40"
"36045 Redondela";"2,03"
"36046 Ribadumia";"3,08"
"36047 Rodeiro";"3,59"
"36048 Rosal, O";"3,12"
"36049 Salceda de Caselas";"4,15"
"36050 Salvaterra de Miño";"7,95"
"36051 Sanxenxo";"3,26"
"36052 Silleda";"6,16"
"36053 Soutomaior";"4,17"
"36054 Tomiño";"4,59"
"36055 Tui";"6,31"
"36056 Valga";"1,03"
"36057 Vigo";"5,58"
"36059 Vila de Cruces";"2,67"
"36058 Vilaboa";"2,46"
"36060 Vilagarcía de Arousa";"4,63"
"36061 Vilanova de Arousa";"2,58"
"";""
"Fonte: IGE. Indicadores migratorios";""
"Notas: A información procede ata o ano 2020 da explotación do Padrón Municipal de Habitantes, e a partir do ano 2021 da explotación do Censo de poboación";""
"(-) Non procede";""
"(24-04-2026)";""

"IGE - Instituto Galego de Estatística"
