"Unidades locais en Galicia segundo actividade principal (divisións CNAE 2009)";""
"";""
"Unidade: Número de unidades locais";""
"Variables en filas: CNAE 2009, Espazo";""
"15059 Ordes";"86"
"15060 Oroso";"48"
"15084 Tordoia";"17"
"15086 Trazo";"16"
"15901 Cariño";"21"
"15025 Cerdido";"4"
"15044 Mañón";"5"
"15061 Ortigueira";"32"
"15002 Ames";"102"
"15012 Boqueixón";"39"
"15013 Brión";"26"
"15078 Santiago de Compostela";"441"
"15082 Teo";"74"
"15088 Val do Dubra";"23"
"15089 Vedra";"41"
"15033 Dodro";"18"
"15065 Padrón";"83"
"15074 Rois";"22"
"15046 Melide";"52"
"15079 Santiso";"8"
"15080 Sobrado";"9"
"15083 Toques";"9"
"15016 Camariñas";"25"
"15092 Vimianzo";"72"
"15093 Zas";"41"
"15045 Mazaricos";"26"
"15077 Santa Comba";"83"
"27901 Baralla";"14"
"27006 Becerreá";"12"
"27012 Cervantes";"2"
"27034 Navia de Suarna";"6"
"27037 Nogais, As";"6"
"27045 Pedrafita do Cebreiro";"2"
"27009 Carballedo";"11"
"27016 Chantada";"79"
"27060 Taboada";"26"
"27004 Baleira";"7"
"27018 Fonsagrada, A";"21"
"27035 Negueira de Muñiz";"5"
"27011 Castroverde";"14"
"27014 Corgo, O";"23"
"27020 Friol";"29"
"27023 Guntín";"13"
"27028 Lugo";"387"
"27039 Outeiro de Rei";"43"
"27049 Portomarín";"9"
"27056 Rábade";"28"
"27002 Alfoz do Castrodouro";"19"
"27902 Burela";"29"
"27019 Foz";"41"
"27027 Lourenzá";"18"
"27030 Mondoñedo";"34"
"27063 Valadouro, O";"14"
"27013 Cervo";"26"
"27038 Ourol";"11"
"27064 Vicedo, O";"3"
"27066 Viveiro";"64"
"27025 Xove";"19"
"27005 Barreiros";"20"
"27048 Pontenova, A";"18"
"27051 Ribadeo";"52"
"27061 Trabada";"10"
"27029 Meira";"22"
"27046 Pol";"9"
"27053 Ribeira de Piquín, A";"0"
"27054 Riotorto";"13"
"27017 Folgoso do Courel";"8"
"27050 Quiroga";"29"
"27052 Ribas de Sil";"7"
"27024 Incio, O";"12"
"27026 Láncara";"18"
"27042 Paradela";"14"
"27043 Páramo, O";"10"
"27055 Samos";"7"
"27057 Sarria";"105"
"27062 Triacastela";"5"
"27001 Abadín";"18"
"27007 Begonte";"23"
"27010 Castro de Rei";"34"
"27015 Cospeito";"26"
"27022 Guitiriz";"33"
"27033 Muras";"15"
"27044 Pastoriza";"16"
"27065 Vilalba";"100"
"27021 Xermade";"7"
"27008 Bóveda";"8"
"27031 Monforte de Lemos";"103"
"27041 Pantón";"23"
"27047 Pobra do Brollón, A";"7"
"27058 Saviñao, O";"35"
"27059 Sober";"44"
"27003 Antas de Ulla";"13"
"27032 Monterroso";"30"
"27040 Palas de Rei";"27"
"32001 Allariz";"42"
"32007 Baños de Molgas";"9"
"32043 Maceda";"13"
"32055 Paderne de Allariz";"8"
"32036 Xunqueira de Ambía";"6"
"32037 Xunqueira de Espadanedo";"5"
"32006 Bande";"4"
"32030 Entrimo";"5"
"32041 Lobeira";"2"
"32042 Lobios";"6"
"32051 Muíños";"4"
"32011 Beariz";"0"
"32013 Boborás";"11"
"32019 Carballiño, O";"83"
"32035 Irixo, O";"12"
"32045 Maside";"24"
"32061 Piñor";"13"
"32065 Punxín";"3"
"32074 San Amaro";"10"
"32076 San Cristovo de Cea";"26"
"32005 Baltar";"7"
"32012 Blancos, Os";"7"
"32016 Calvos de Randín";"6"
"32062 Porqueira";"3"
